pmid,pub_year,stance,failure_mode,model_type,confidence,rationale,prompt_version,model
39236508,2024,Alarm,misclassification,generative,0.720,"LLMs evaluated for quality/reliability of treatment info, not fabrication specifically",q7_failuremode_v1,claude-sonnet-4-6
33315263,2021,Alarm,misclassification,discriminative,0.850,"Discriminative algorithms misclassify/underestimate risk for minority patients, causing biased predictions",q7_failuremode_v1,claude-sonnet-4-6
37698612,2023,Alarm,misclassification,discriminative,0.950,CAD detection model evaluated on sensitivity/PPV; false positives/negatives across dose levels,q7_failuremode_v1,claude-sonnet-4-6
40951327,2025,Alarm,misclassification,generative,0.920,LLMs evaluated on classification accuracy of medical images; wrong labels produced,q7_failuremode_v1,claude-sonnet-4-6
39658658,2024,Alarm,misclassification,discriminative,0.950,"Predictive model accuracy comparison for surgical outcome classification, no fabrication involved",q7_failuremode_v1,claude-sonnet-4-6
38112824,2023,Alarm,none_or_unclear,unclear,0.650,"General risk framing about automation bias, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
37707522,2023,Alarm,misclassification,generative,0.750,"Evaluates ChatGPT accuracy/performance in thoracic surgery domain, likely testing correctness",q7_failuremode_v1,claude-sonnet-4-6
36939953,2023,Alarm,misclassification,both,0.850,DL software aids radiologist classification; both discriminative DL and generative-adjacent scoring evaluated,q7_failuremode_v1,claude-sonnet-4-6
41673142,2026,Alarm,misclassification,discriminative,0.920,Performance degradation of predictive/segmentation/detection models on paediatric vs adult populations,q7_failuremode_v1,claude-sonnet-4-6
41216185,2025,Alarm,misclassification,generative,0.920,"GPT-4o image-based diagnostic accuracy evaluated; wrong labels assigned, no fabrication described",q7_failuremode_v1,claude-sonnet-4-6
38041797,2024,Alarm,misclassification,generative,0.900,"LLM accuracy on board-style pathology questions, wrong answers not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37940155,2023,Alarm,misclassification,discriminative,0.950,"AI detection software shows false positives/negatives, poor sensitivity/PPV for nodule detection",q7_failuremode_v1,claude-sonnet-4-6
38546736,2024,Alarm,misclassification,generative,0.900,"Evaluates LLM accuracy/correctness on exam questions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37208850,2023,Alarm,misclassification,discriminative,0.950,AI software evaluated for detection accuracy of arterial occlusion on CTA scans,q7_failuremode_v1,claude-sonnet-4-6
37176706,2023,Alarm,misclassification,discriminative,0.850,Adversarial attacks causing wrong diagnoses/misclassification in ophthalmic image classification models,q7_failuremode_v1,claude-sonnet-4-6
41386318,2026,Alarm,misclassification,generative,0.900,LLMs evaluated for accuracy of treatment recommendations vs. guidelines; wrong scores/predictions,q7_failuremode_v1,claude-sonnet-4-6
33969523,2021,Alarm,misclassification,discriminative,0.800,Bias/poor generalization of diagnostic AI models for darker skin tones,q7_failuremode_v1,claude-sonnet-4-6
41365739,2025,Alarm,misclassification,both,0.900,Accuracy of LLM and human image classification compared; no fabrication described,q7_failuremode_v1,claude-sonnet-4-6
41417655,2025,Alarm,both,generative,0.920,Measures both fabricated/fake references (confabulation) and inaccurate drug information responses (misclassification),q7_failuremode_v1,claude-sonnet-4-6
41632159,2025,Alarm,misclassification,discriminative,0.920,"Label leakage inflates performance metrics in predictive/classification models, not fabrication.",q7_failuremode_v1,claude-sonnet-4-6
41987670,2026,Alarm,confabulation,generative,0.990,LLMs generating false/hallucinated references in dermatology literature retrieval task,q7_failuremode_v1,claude-sonnet-4-6
39201195,2024,Alarm,misclassification,generative,0.920,"LLM accuracy on medical exam questions measured; wrong answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40187408,2025,Alarm,none_or_unclear,generative,0.550,Letter/commentary on LLM antibiotic prescribing; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
38954323,2024,Alarm,misclassification,generative,0.800,"LLM accuracy/quality scored on medical questions; wrong answers, not fabrication focus",q7_failuremode_v1,claude-sonnet-4-6
37629452,2023,Alarm,misclassification,generative,0.820,"ChatGPT accuracy vs meta-analyses measured; wrong/inconclusive answers, not fabrication focus",q7_failuremode_v1,claude-sonnet-4-6
40397927,2025,Alarm,misclassification,generative,0.720,LLM chatbots evaluated for inappropriate/incorrect therapeutic responses vs human therapists,q7_failuremode_v1,claude-sonnet-4-6
39394537,2025,Alarm,misclassification,generative,0.920,"LLMs evaluated on classification accuracy of thyroid nodules; wrong labels, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40839146,2025,Alarm,misclassification,generative,0.950,"LLMs evaluated on classification accuracy of CTG traces, wrong labels produced",q7_failuremode_v1,claude-sonnet-4-6
37934094,2023,Alarm,misclassification,discriminative,0.950,DL model diagnostic disparities across race/ethnicity groups; false negatives/underdiagnosis bias,q7_failuremode_v1,claude-sonnet-4-6
40816301,2025,Alarm,misclassification,discriminative,0.850,AI polyp detection model; study measures downstream false-negative/detection rate changes in endoscopists,q7_failuremode_v1,claude-sonnet-4-6
38123252,2024,Alarm,misclassification,generative,0.850,"LLM produces biased/wrong diagnoses and recommendations, not fabricated citations",q7_failuremode_v1,claude-sonnet-4-6
39308261,2024,Alarm,none_or_unclear,unclear,0.850,"General AI security/cybercrime framing, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
38207039,2024,Alarm,misclassification,discriminative,0.950,Predictive models fail to generalize out-of-sample; poor cross-trial performance/miscalibration.,q7_failuremode_v1,claude-sonnet-4-6
41931690,2026,Alarm,misclassification,generative,0.920,"VLMs evaluated for diagnostic accuracy on nail images; wrong labels, false negatives measured",q7_failuremode_v1,claude-sonnet-4-6
40653382,2026,Alarm,misclassification,generative,0.820,"LLM accuracy evaluated on transfusion questions; wrong answers scored, not fabricated citations",q7_failuremode_v1,claude-sonnet-4-6
41392300,2025,Alarm,misclassification,discriminative,0.970,AI detection/classification errors on dental features; false positives/negatives in radiograph analysis,q7_failuremode_v1,claude-sonnet-4-6
39899928,2025,Alarm,misclassification,generative,0.820,"LLM accuracy evaluated on patient queries; wrong answers scored, not fabricated citations",q7_failuremode_v1,claude-sonnet-4-6
34374441,2022,Alarm,none_or_unclear,unclear,0.700,"General semantic/opacity framing, no specific fabrication or misclassification mechanism described",q7_failuremode_v1,claude-sonnet-4-6
42051679,2026,Alarm,misclassification,generative,0.850,"LLM accuracy on prosthodontics questions evaluated; wrong answers are misclassification, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41464772,2025,Alarm,misclassification,generative,0.900,LLM evaluated for numeric prediction accuracy vs validated formula; wrong predictions not fabrication,q7_failuremode_v1,claude-sonnet-4-6
40618549,2025,Alarm,both,generative,0.950,LLMs gave wrong guideline recommendations (misclassification) and DeepSeek provided unverifiable fabricated references (confabulation),q7_failuremode_v1,claude-sonnet-4-6
38341993,2024,Alarm,misclassification,generative,0.920,"ChatGPT evaluated on triage classification accuracy, wrong predictions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41278370,2025,Alarm,misclassification,generative,0.900,"ChatGPT evaluated for eligibility classification accuracy; sensitivity/specificity measured, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40664863,2026,Alarm,misclassification,both,0.920,Detection accuracy errors in deep learning tool and radiologists; no fabrication involved,q7_failuremode_v1,claude-sonnet-4-6
35560254,2022,Alarm,misclassification,discriminative,0.950,DL model shows poor generalization/dataset shift when predicting EF and segmenting LV on POCUS images,q7_failuremode_v1,claude-sonnet-4-6
39122964,2024,Alarm,misclassification,discriminative,0.950,Deep learning embryo selection algorithm compared on prediction/classification accuracy vs morphology,q7_failuremode_v1,claude-sonnet-4-6
38185250,2024,Alarm,misclassification,discriminative,0.950,ML classification/detection models produce false positives/negatives due to tissue contaminants,q7_failuremode_v1,claude-sonnet-4-6
38903829,2024,Alarm,misclassification,generative,0.870,"LLM accuracy on exam questions measured; wrong answers are classification errors, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39269615,2025,Alarm,both,generative,0.950,Fabricated/inaccurate references (confabulation) and diagnostic errors/misclassification both explicitly measured,q7_failuremode_v1,claude-sonnet-4-6
40190132,2025,Alarm,both,generative,0.920,Evaluates both hallucination (confabulation) and task accuracy/misclassification in biomedical LLMs,q7_failuremode_v1,claude-sonnet-4-6
37750493,2024,Alarm,none_or_unclear,unclear,0.850,"Philosophical/ethical discussion, no specific AI failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
41700218,2026,Alarm,none_or_unclear,generative,0.700,"Focus is reidentification risk via face reconstruction, not AI failure modes per se",q7_failuremode_v1,claude-sonnet-4-6
39723845,2025,Alarm,misclassification,generative,0.920,"LLM evaluated for prediction accuracy/sensitivity/specificity, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38775367,2024,Alarm,both,generative,0.900,LLM scored poorly (misclassification) and generated fictional answers/citations (confabulation),q7_failuremode_v1,claude-sonnet-4-6
37266983,2023,Alarm,misclassification,discriminative,0.850,"Evaluates triage/diagnostic accuracy of symptom checkers — classification/prediction errors, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
42062420,2026,Alarm,misclassification,both,0.920,Compares discriminative ML classifiers vs LLMs on survival prediction accuracy/AUC,q7_failuremode_v1,claude-sonnet-4-6
41033798,2025,Alarm,confabulation,generative,0.850,LLMs fabricating citations or references in literature search context,q7_failuremode_v1,claude-sonnet-4-6
42072797,2026,Alarm,misclassification,generative,0.920,MLLMs evaluated for diagnostic accuracy in fracture detection and classification tasks,q7_failuremode_v1,claude-sonnet-4-6
40117574,2025,Alarm,none_or_unclear,unclear,0.850,"Study examines publication/disclosure rates of AI research, not AI failure mechanisms",q7_failuremode_v1,claude-sonnet-4-6
42039940,2026,Alarm,misclassification,generative,0.880,"LLM accuracy on ethics questions evaluated; wrong answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40259576,2025,Alarm,misclassification,generative,0.900,"LLM-based tools evaluated on detection accuracy and BI-RADS scoring, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
34648114,2022,Alarm,misclassification,discriminative,0.970,CNN classifier shows poor generalization/dataset shift on external pediatric pneumonia data,q7_failuremode_v1,claude-sonnet-4-6
36271229,2022,Alarm,misclassification,discriminative,0.920,GNN phenotype prediction models evaluated on classification accuracy for AD diagnosis,q7_failuremode_v1,claude-sonnet-4-6
39802674,2025,Alarm,misclassification,both,0.900,"LLMs and XGB classifier compared on diagnostic probability accuracy/calibration, no fabrication",q7_failuremode_v1,claude-sonnet-4-6
39709300,2025,Alarm,misclassification,generative,0.920,"LLM diagnostic accuracy evaluated against pathologist ground truth; wrong labels, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40081807,2025,Alarm,misclassification,generative,0.900,"LLM treatment recommendations scored against expert criteria; wrong scores/labels, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41645283,2026,Alarm,misclassification,generative,0.820,"Focus is miscalibration—overconfident outputs misrepresenting actual accuracy, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
34111976,2021,Alarm,misclassification,discriminative,0.950,CNN fusion model evaluated on malignancy classification accuracy vs human observers,q7_failuremode_v1,claude-sonnet-4-6
39652180,2024,Alarm,confabulation,generative,0.900,"ChatGPT generated incorrect/fabricated anatomical information, confusing distinct anatomical structures",q7_failuremode_v1,claude-sonnet-4-6
41123303,2025,Alarm,none_or_unclear,generative,0.600,General risk/ethics framing; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
38545660,2024,Alarm,misclassification,discriminative,0.850,AI incorrectly mounts/classifies radiograph positions; accuracy errors in detection/placement task,q7_failuremode_v1,claude-sonnet-4-6
39096711,2024,Alarm,misclassification,generative,0.920,LLMs evaluated on ECG diagnostic accuracy compared to specialists; wrong predictions measured,q7_failuremode_v1,claude-sonnet-4-6
40451163,2026,Alarm,misclassification,discriminative,0.950,AI caries detection program evaluated for sensitivity/specificity vs histological ground truth,q7_failuremode_v1,claude-sonnet-4-6
41735814,2026,Alarm,both,generative,0.920,Measures diagnostic accuracy (misclassification) and hallucinations (confabulation) in multimodal LLMs,q7_failuremode_v1,claude-sonnet-4-6
35137490,2022,Alarm,misclassification,discriminative,0.970,CNN classification models evaluated on false positive/negative error rates for radiograph labels,q7_failuremode_v1,claude-sonnet-4-6
37295794,2024,Alarm,confabulation,generative,0.880,"ChatGPT produced inaccuracies, omissions, and fabricated/unfaithful references in medical review",q7_failuremode_v1,claude-sonnet-4-6
40199631,2025,Alarm,misclassification,generative,0.820,"LLMs evaluated for validity/accuracy of answers, not fabrication of citations or entities",q7_failuremode_v1,claude-sonnet-4-6
39255797,2024,Alarm,misclassification,generative,0.920,"LLMs evaluated on gene prediction accuracy; wrong gene predictions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41024005,2025,Alarm,misclassification,generative,0.820,"LLMs evaluated on diagnostic accuracy, safety errors, bias—wrong outputs, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40025001,2025,Alarm,misclassification,generative,0.820,"Image generators misrepresent survivor demographics/experience; biased outputs, not fabricated text",q7_failuremode_v1,claude-sonnet-4-6
38611686,2024,Alarm,misclassification,generative,0.850,"LLMs evaluated on diagnostic accuracy/detection tasks, wrong labels and angle measurements",q7_failuremode_v1,claude-sonnet-4-6
40081979,2025,Alarm,misclassification,discriminative,0.820,Supervised ML classification/prediction models with sex bias causing biased/unfair predictions,q7_failuremode_v1,claude-sonnet-4-6
41402616,2025,Alarm,misclassification,generative,0.950,"LLM vision model evaluated on staging accuracy; wrong classifications, low sensitivity/AUC reported",q7_failuremode_v1,claude-sonnet-4-6
37979201,2024,Alarm,misclassification,generative,0.920,"ChatGPT diagnostic accuracy compared to clinicians; wrong diagnoses, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41975912,2026,Alarm,misclassification,generative,0.850,LLMs evaluated on accuracy of remedy recommendations vs. practitioner gold standard,q7_failuremode_v1,claude-sonnet-4-6
41284135,2026,Alarm,none_or_unclear,generative,0.750,Philosophical/conceptual analysis of AI scribes; no specific failure mechanism evaluated,q7_failuremode_v1,claude-sonnet-4-6
39232303,2024,Alarm,misclassification,generative,0.820,"LLM produces biased/skewed outputs by gender, a systematic prediction/generation error not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41583822,2025,Alarm,misclassification,generative,0.820,"LLM treatment recommendations compared against surgeon consensus; wrong/inconsistent outputs, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39481125,2024,Alarm,misclassification,generative,0.850,LLM treatment recommendations evaluated for accuracy/alignment with clinical guidelines,q7_failuremode_v1,claude-sonnet-4-6
41925458,2026,Alarm,misclassification,generative,0.900,LLM rated imaging appropriateness incorrectly vs ACR guidelines; wrong scores/labels,q7_failuremode_v1,claude-sonnet-4-6
40423504,2025,Alarm,misclassification,generative,0.720,LLM output quality scored/rated; accuracy subscale reflects wrong/inferior content generation,q7_failuremode_v1,claude-sonnet-4-6
39827300,2025,Alarm,none_or_unclear,generative,0.750,General governance/ethics framing; sycophancy mentioned but no specific failure mechanism studied,q7_failuremode_v1,claude-sonnet-4-6
39080210,2025,Alarm,misclassification,generative,0.880,"LLMs evaluated on diagnostic accuracy/decision-making correctness, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37231330,2023,Alarm,misclassification,discriminative,0.950,"AI diagnostic accuracy, sensitivity, specificity evaluated — classification errors, no fabrication",q7_failuremode_v1,claude-sonnet-4-6
41506813,2026,Alarm,both,generative,0.850,Title references both accuracy (misclassification) and implied fabrication issues in ChatGPT responses,q7_failuremode_v1,claude-sonnet-4-6
38940314,2024,Alarm,misclassification,generative,0.720,"AI image generation reproduces biased stereotypes, a form of biased/miscalibrated output not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39205556,2024,Alarm,misclassification,discriminative,0.950,Meta-analysis of AI diagnostic accuracy with sensitivity/specificity/false positives/negatives for OSCC detection,q7_failuremode_v1,claude-sonnet-4-6
41904237,2026,Alarm,none_or_unclear,generative,0.700,General risk framing about automated empathy; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
37717420,2023,Alarm,misclassification,discriminative,0.950,AI detection model evaluated for false negatives/positives in recurrence detection,q7_failuremode_v1,claude-sonnet-4-6
40920790,2025,Alarm,both,generative,0.920,LLMs evaluated for hallucination/accuracy errors and bias/misclassification in clinical responses,q7_failuremode_v1,claude-sonnet-4-6
41660287,2026,Alarm,misclassification,both,0.820,ChatGPT-4o used as quality scorer/classifier; poor agreement with experts indicates miscalibration,q7_failuremode_v1,claude-sonnet-4-6
39881674,2025,Alarm,misclassification,generative,0.820,"LLM responses scored for accuracy/completeness; wrong answers, not fabricated citations",q7_failuremode_v1,claude-sonnet-4-6
40554500,2025,Alarm,misclassification,discriminative,0.950,Meta-analysis of AI diagnostic accuracy (sensitivity/specificity) for meniscal injury detection,q7_failuremode_v1,claude-sonnet-4-6
39088019,2024,Alarm,misclassification,generative,0.820,"LLM responses scored for accuracy/inaccuracy on medical questions, not fabrication specifically",q7_failuremode_v1,claude-sonnet-4-6
40514273,2025,Alarm,confabulation,generative,0.850,"LLMs fabricated/unreliable content, couldn't access real literature, produced inconsistent inaccurate guideline updates",q7_failuremode_v1,claude-sonnet-4-6
39330944,2025,Alarm,none_or_unclear,generative,0.720,"Study measures readability level, not fabrication or classification accuracy errors",q7_failuremode_v1,claude-sonnet-4-6
40272185,2025,Alarm,misclassification,generative,0.820,"GAI produces biased/stereotyped ratings and predictions about BPD patients, not fabricated content",q7_failuremode_v1,claude-sonnet-4-6
37962570,2024,Alarm,misclassification,generative,0.820,"Evaluates ChatGPT diagnostic accuracy/correctness on clinical cases, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40554303,2025,Alarm,misclassification,generative,0.820,"LLMs evaluated for accuracy/concordance with clinical guidelines, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39639068,2024,Alarm,misclassification,generative,0.900,"GPT-4o diagnostic accuracy compared to ophthalmologists; wrong diagnoses, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41270992,2026,Alarm,misclassification,both,0.920,Compares discriminative DNN and generative LLMs on ECG classification accuracy/AUROC for OMI detection,q7_failuremode_v1,claude-sonnet-4-6
41345316,2025,Alarm,confabulation,generative,0.850,AI models generated inaccurate/fabricated claims during persuasive political dialogues,q7_failuremode_v1,claude-sonnet-4-6
40557933,2025,Alarm,none_or_unclear,generative,0.700,Philosophical critique of empathic AI chatbots; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
38901270,2024,Alarm,misclassification,discriminative,0.950,"CNN diagnostic accuracy for ICH detection; false positives/negatives, sensitivity/specificity evaluation",q7_failuremode_v1,claude-sonnet-4-6
40982758,2025,Alarm,misclassification,generative,0.900,"LLM diagnostic accuracy vs neurologists; wrong labels/predictions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39538110,2025,Alarm,misclassification,generative,0.850,"LLMs evaluated on exam accuracy/diagnostic correctness, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38816071,2024,Alarm,misclassification,discriminative,0.600,Mental health diagnosis ML implies classification/prediction models; focuses on bias and injustice.,q7_failuremode_v1,claude-sonnet-4-6
40926110,2025,Alarm,both,generative,0.850,LLMs misalign with expert recommendations (misclassification) and produce unverified/fabricated citations (confabulation),q7_failuremode_v1,claude-sonnet-4-6
40506239,2025,Alarm,misclassification,discriminative,0.950,ML models predicting survival outcomes; evaluation of prediction/classification performance errors,q7_failuremode_v1,claude-sonnet-4-6
39938624,2025,Alarm,none_or_unclear,unclear,0.650,"General commentary on AI in healthcare gaps, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
36651954,2023,Alarm,misclassification,discriminative,0.950,Segmentation and classification model shows poor generalization/reduced accuracy on external validation,q7_failuremode_v1,claude-sonnet-4-6
39978248,2025,Alarm,misclassification,discriminative,0.950,AI landmark detection produces inaccurate coordinate predictions compared to expert ground truth,q7_failuremode_v1,claude-sonnet-4-6
39496149,2024,Alarm,both,generative,0.850,Measures factual inaccuracy/dangerous content (confabulation) and accuracy/completeness scores (misclassification),q7_failuremode_v1,claude-sonnet-4-6
38584026,2025,Alarm,misclassification,generative,0.850,"LLMs evaluated on accuracy of treatment recommendations, wrong proposals including harmful ones",q7_failuremode_v1,claude-sonnet-4-6
38345809,2024,Alarm,none_or_unclear,unclear,0.700,"General framing of AI risks in clinical settings, no specific mechanism described",q7_failuremode_v1,claude-sonnet-4-6
38087912,2024,Alarm,misclassification,both,0.800,Bias/misrepresentation in generated images and LLM outputs depicting surgeons demographically,q7_failuremode_v1,claude-sonnet-4-6
34257363,2021,Alarm,misclassification,discriminative,0.850,CAD systems for CRC diagnosis/detection from WSI; classification performance limitations discussed,q7_failuremode_v1,claude-sonnet-4-6
36892545,2023,Alarm,misclassification,discriminative,0.950,CADe detection system evaluated for polyp detection accuracy and false positive/negative rates,q7_failuremode_v1,claude-sonnet-4-6
40532180,2025,Alarm,none_or_unclear,unclear,0.850,"Study measures patient trust/preferences, not AI failure mechanisms like confabulation or misclassification",q7_failuremode_v1,claude-sonnet-4-6
34619566,2022,Alarm,none_or_unclear,unclear,0.850,Survey about career perceptions; no AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
42021533,2026,Alarm,misclassification,generative,0.950,LLMs evaluated on correct identification/classification of dental implant systems from images,q7_failuremode_v1,claude-sonnet-4-6
40895061,2025,Alarm,misclassification,discriminative,0.970,CNN classifier evaluated on sensitivity/specificity/accuracy for melanoma detection,q7_failuremode_v1,claude-sonnet-4-6
39172870,2024,Alarm,misclassification,discriminative,0.900,Reviews predictive/classification models for surgical outcomes; focuses on AUC performance and generalizability.,q7_failuremode_v1,claude-sonnet-4-6
39032380,2024,Alarm,misclassification,generative,0.800,"Evaluating ChatGPT diagnostic accuracy in histopathology, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41594208,2026,Alarm,misclassification,generative,0.920,"LLM evaluated for diagnostic accuracy; false negatives/sensitivity errors, no fabrication mentioned",q7_failuremode_v1,claude-sonnet-4-6
40424107,2025,Alarm,misclassification,both,0.900,Risk prediction accuracy compared across discriminative NLP models and LLMs; no fabrication discussed,q7_failuremode_v1,claude-sonnet-4-6
39948824,2025,Alarm,misclassification,generative,0.850,"ChatGPT survival time predictions compared to actual outcomes; wrong numeric estimates, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39564507,2024,Alarm,misclassification,generative,0.900,"LLM accuracy on exam questions measured; wrong answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37010001,2023,Alarm,misclassification,discriminative,0.850,DL denoising model degrades defect detection accuracy; classification/detection performance evaluated via ROC/AUC,q7_failuremode_v1,claude-sonnet-4-6
36841335,2023,Alarm,none_or_unclear,discriminative,0.600,Discusses commercialization gap in AI diagnostics; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
33947006,2021,Alarm,misclassification,discriminative,0.850,"Reviews predictive/diagnostic AI models with bias, poor validation, and classification errors",q7_failuremode_v1,claude-sonnet-4-6
39058798,2024,Alarm,both,generative,0.950,Fabricated citations and inaccurate/incomplete responses both explicitly measured,q7_failuremode_v1,claude-sonnet-4-6
41943726,2026,Alarm,misclassification,generative,0.850,"LLMs produce biased/wrong clinical decisions based on protected attributes, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40139461,2025,Alarm,misclassification,generative,0.950,LLM evaluated for accuracy in classifying TI-RADS features; sensitivity/specificity errors measured,q7_failuremode_v1,claude-sonnet-4-6
39920508,2025,Alarm,misclassification,discriminative,0.950,AI classification system for thyroid nodules evaluated on diagnostic accuracy and false predictions,q7_failuremode_v1,claude-sonnet-4-6
40482575,2025,Alarm,misclassification,both,0.950,Diagnostic accuracy/classification errors evaluated for both LLMs and CNNs,q7_failuremode_v1,claude-sonnet-4-6
41660542,2026,Alarm,misclassification,generative,0.920,"LLM evaluated for diagnostic accuracy/sensitivity/specificity on fracture detection, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38846970,2024,Alarm,misclassification,discriminative,0.970,CADe/x system classification accuracy compared to experts; sensitivity/specificity evaluation,q7_failuremode_v1,claude-sonnet-4-6
41758431,2026,Alarm,misclassification,discriminative,0.920,AI landmark detection produces systematic bias and poor precision in cephalometric measurements,q7_failuremode_v1,claude-sonnet-4-6
35654428,2022,Alarm,none_or_unclear,unclear,0.850,Historical ethics commentary on decision-support systems; no specific AI failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
40696098,2025,Alarm,misclassification,generative,0.750,"LLMs produce wrong/biased reasoning outputs in ethics scenarios, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41219270,2025,Alarm,both,generative,0.900,"LLMs show misclassification (wrong answers, overconfidence) and hallucination (fabricated reasoning)",q7_failuremode_v1,claude-sonnet-4-6
41722730,2026,Alarm,none_or_unclear,generative,0.700,"Study measures readability complexity, not fabrication or classification errors",q7_failuremode_v1,claude-sonnet-4-6
41063191,2025,Alarm,misclassification,generative,0.920,"LLMs scored lower accuracy on diagnostic classification tasks, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
42025214,2026,Alarm,misclassification,generative,0.920,LLM produces wrong scores/labels with calibration bias and poor agreement with human ratings,q7_failuremode_v1,claude-sonnet-4-6
38305909,2024,Alarm,misclassification,generative,0.820,"ChatGPT gave wrong diagnosis (missed TIA), leading to delayed treatment; classification error",q7_failuremode_v1,claude-sonnet-4-6
40348690,2025,Alarm,misclassification,generative,0.950,"GPT-4o accuracy measured on diagnostic classification task; wrong predictions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39608761,2025,Alarm,both,generative,0.920,LLMs show both hallucinated codes and misclassification/wrong code extraction errors,q7_failuremode_v1,claude-sonnet-4-6
38742754,2024,Alarm,misclassification,generative,0.870,"LLMs evaluated for accuracy of yes/no answers against correct guidelines, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41355748,2025,Alarm,misclassification,generative,0.820,"LLM outputs systematically vary by sociodemographics, producing biased/inequitable care recommendations, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41988159,2026,Alarm,confabulation,generative,0.850,LLMs inappropriately generate/include fabricated or leaked third-party private content in clinical notes,q7_failuremode_v1,claude-sonnet-4-6
35568690,2022,Alarm,misclassification,discriminative,0.850,Deep learning models predicting race from images; bias/disparate performance in classification tasks,q7_failuremode_v1,claude-sonnet-4-6
39333444,2025,Alarm,misclassification,discriminative,0.700,"focuses on AI model reliability, data leakage, poor generalization in clinical radiology models",q7_failuremode_v1,claude-sonnet-4-6
41774170,2026,Alarm,misclassification,generative,0.900,"LLMs evaluated on MCQ accuracy; wrong answer selection, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
42052564,2026,Alarm,none_or_unclear,generative,0.750,General equity/policy framing; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
38969055,2024,Alarm,misclassification,generative,0.720,"LLM accuracy/quality scored lower than reference; reliability/accuracy deficits, not fabrication per se",q7_failuremode_v1,claude-sonnet-4-6
42000932,2026,Alarm,both,generative,0.920,Covers both demographic bias/misclassification and anatomical hallucinations/fabricated content in image generation,q7_failuremode_v1,claude-sonnet-4-6
38051578,2023,Alarm,misclassification,generative,0.820,"LLM accuracy on clinical questions evaluated; lower medical adequacy scores, not fabrication focus",q7_failuremode_v1,claude-sonnet-4-6
40628018,2025,Alarm,confabulation,generative,0.750,"Students observed ChatGPT unreliability/inaccuracy in drug information, implying fabricated or unfaithful content",q7_failuremode_v1,claude-sonnet-4-6
38738492,2024,Alarm,misclassification,generative,0.850,"LLM evaluated on accuracy of surgical reconstruction selection, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39768733,2024,Alarm,misclassification,generative,0.820,"LLMs evaluated on accuracy/correctness of nutritional advice against guidelines, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41085335,2026,Alarm,misclassification,discriminative,0.920,ML models predicting seizure probability evaluated for classification performance vs baseline,q7_failuremode_v1,claude-sonnet-4-6
